x_i          u_i       Analitic sol  f_i 
0.258974   0.665998    0.665998   7.503947 
0.259074   0.665973    0.665973   7.496448 
0.259174   0.665948    0.665948   7.488956 
0.259274   0.665923    0.665923   7.481471 
0.259374   0.665898    0.665898   7.473994 
0.259474   0.665872    0.665872   7.466525 
0.259574   0.665847    0.665847   7.459063 
0.259674   0.665822    0.665822   7.451608 
0.259774   0.665796    0.665796   7.444161 
0.259874   0.665771    0.665771   7.436721 
0.259974   0.665745    0.665745   7.429289 
0.260074   0.665719    0.665719   7.421864 
0.260174   0.665693    0.665693   7.414447 
0.260274   0.665667    0.665667   7.407037 
0.260374   0.665641    0.665642   7.399634 
0.260474   0.665615    0.665615   7.392239 
0.260574   0.665589    0.665589   7.384851 
0.260674   0.665563    0.665563   7.377471 
0.260774   0.665537    0.665537   7.370098 
0.260874   0.665511    0.665511   7.362732 
0.260974   0.665484    0.665484   7.355374 
0.261074   0.665458    0.665458   7.348023 
0.261174   0.665431    0.665431   7.340679 
0.261274   0.665405    0.665405   7.333343 
0.261374   0.665378    0.665378   7.326014 
0.261474   0.665351    0.665351   7.318692 
0.261574   0.665324    0.665324   7.311378 
0.261674   0.665297    0.665297   7.304071 
0.261774   0.665270    0.665270   7.296771 
0.261874   0.665243    0.665243   7.289479 
0.261974   0.665216    0.665216   7.282194 
0.262074   0.665189    0.665189   7.274916 
0.262174   0.665162    0.665162   7.267645 
0.262274   0.665134    0.665134   7.260382 
0.262374   0.665107    0.665107   7.253126 
0.262474   0.665079    0.665079   7.245877 
0.262574   0.665052    0.665052   7.238636 
0.262674   0.665024    0.665024   7.231401 
0.262774   0.664996    0.664996   7.224174 
0.262874   0.664969    0.664969   7.216955 
0.262974   0.664941    0.664941   7.209742 
0.263074   0.664913    0.664913   7.202537 
0.263174   0.664885    0.664885   7.195338 
0.263274   0.664857    0.664857   7.188147 
0.263374   0.664829    0.664829   7.180963 
0.263474   0.664800    0.664800   7.173787 
0.263574   0.664772    0.664772   7.166617 
0.263674   0.664744    0.664744   7.159455 
0.263774   0.664715    0.664715   7.152300 
0.263874   0.664687    0.664687   7.145152 
0.263974   0.664658    0.664658   7.138011 
0.264074   0.664630    0.664630   7.130877 
0.264174   0.664601    0.664601   7.123751 
0.264274   0.664572    0.664572   7.116631 
0.264374   0.664543    0.664543   7.109519 
0.264474   0.664514    0.664514   7.102414 
0.264574   0.664485    0.664485   7.095315 
0.264674   0.664456    0.664456   7.088224 
0.264774   0.664427    0.664427   7.081140 
0.264874   0.664398    0.664398   7.074063 
0.264974   0.664369    0.664369   7.066994 
0.265073   0.664339    0.664339   7.059931 
0.265173   0.664310    0.664310   7.052875 
0.265273   0.664280    0.664280   7.045827 
0.265373   0.664251    0.664251   7.038785 
0.265473   0.664221    0.664221   7.031750 
0.265573   0.664191    0.664191   7.024723 
0.265673   0.664162    0.664162   7.017702 
0.265773   0.664132    0.664132   7.010689 
0.265873   0.664102    0.664102   7.003682 
0.265973   0.664072    0.664072   6.996683 
0.266073   0.664042    0.664042   6.989690 
0.266173   0.664012    0.664012   6.982705 
0.266273   0.663981    0.663981   6.975726 
0.266373   0.663951    0.663951   6.968755 
0.266473   0.663921    0.663921   6.961790 
0.266573   0.663890    0.663890   6.954833 
0.266673   0.663860    0.663860   6.947882 
0.266773   0.663829    0.663829   6.940938 
0.266873   0.663799    0.663799   6.934001 
0.266973   0.663768    0.663768   6.927072 
0.267073   0.663737    0.663737   6.920149 
0.267173   0.663706    0.663707   6.913233 
0.267273   0.663676    0.663676   6.906324 
0.267373   0.663645    0.663645   6.899421 
0.267473   0.663614    0.663614   6.892526 
0.267573   0.663582    0.663583   6.885638 
0.267673   0.663551    0.663551   6.878756 
0.267773   0.663520    0.663520   6.871882 
0.267873   0.663489    0.663489   6.865014 
0.267973   0.663457    0.663457   6.858153 
0.268073   0.663426    0.663426   6.851299 
0.268173   0.663394    0.663394   6.844452 
0.268273   0.663363    0.663363   6.837611 
0.268373   0.663331    0.663331   6.830778 
0.268473   0.663299    0.663300   6.823951 
0.268573   0.663268    0.663268   6.817131 
0.268673   0.663236    0.663236   6.810318 
0.268773   0.663204    0.663204   6.803512 
0.268873   0.663172    0.663172   6.796713 
0.268973   0.663140    0.663140   6.789920 
0.269073   0.663108    0.663108   6.783134 
0.269173   0.663076    0.663076   6.776355 
0.269273   0.663043    0.663043   6.769583 
0.269373   0.663011    0.663011   6.762817 
0.269473   0.662979    0.662979   6.756059 
0.269573   0.662946    0.662946   6.749307 
0.269673   0.662914    0.662914   6.742561 
0.269773   0.662881    0.662881   6.735823 
0.269873   0.662848    0.662848   6.729091 
0.269973   0.662816    0.662816   6.722366 
0.270073   0.662783    0.662783   6.715648 
0.270173   0.662750    0.662750   6.708936 
0.270273   0.662717    0.662717   6.702231 
0.270373   0.662684    0.662684   6.695533 
0.270473   0.662651    0.662651   6.688841 
0.270573   0.662618    0.662618   6.682156 
0.270673   0.662585    0.662585   6.675478 
0.270773   0.662551    0.662551   6.668807 
0.270873   0.662518    0.662518   6.662142 
0.270973   0.662485    0.662485   6.655484 
0.271073   0.662451    0.662451   6.648832 
0.271173   0.662417    0.662418   6.642188 
0.271273   0.662384    0.662384   6.635549 
0.271373   0.662350    0.662350   6.628918 
0.271473   0.662316    0.662317   6.622293 
0.271573   0.662283    0.662283   6.615675 
0.271673   0.662249    0.662249   6.609063 
0.271773   0.662215    0.662215   6.602458 
0.271873   0.662181    0.662181   6.595859 
0.271973   0.662147    0.662147   6.589267 
0.272073   0.662113    0.662113   6.582682 
0.272173   0.662078    0.662079   6.576103 
0.272273   0.662044    0.662044   6.569531 
0.272373   0.662010    0.662010   6.562966 
0.272473   0.661975    0.661976   6.556406 
0.272573   0.661941    0.661941   6.549854 
0.272673   0.661907    0.661907   6.543308 
0.272773   0.661872    0.661872   6.536769 
0.272873   0.661837    0.661837   6.530236 
0.272973   0.661803    0.661803   6.523710 
0.273073   0.661768    0.661768   6.517190 
0.273173   0.661733    0.661733   6.510676 
0.273273   0.661698    0.661698   6.504170 
0.273373   0.661663    0.661663   6.497669 
0.273473   0.661628    0.661628   6.491176 
0.273573   0.661593    0.661593   6.484688 
0.273673   0.661558    0.661558   6.478208 
0.273773   0.661522    0.661522   6.471733 
0.273873   0.661487    0.661487   6.465265 
0.273973   0.661452    0.661452   6.458804 
0.274073   0.661416    0.661416   6.452349 
0.274173   0.661381    0.661381   6.445901 
0.274273   0.661345    0.661345   6.439459 
0.274373   0.661310    0.661310   6.433023 
0.274473   0.661274    0.661274   6.426594 
0.274573   0.661238    0.661238   6.420171 
0.274673   0.661202    0.661202   6.413755 
0.274773   0.661166    0.661167   6.407345 
0.274873   0.661130    0.661131   6.400941 
0.274973   0.661094    0.661095   6.394544 
0.275072   0.661058    0.661058   6.388153 
0.275172   0.661022    0.661022   6.381769 
0.275272   0.660986    0.660986   6.375391 
0.275372   0.660950    0.660950   6.369020 
0.275472   0.660913    0.660914   6.362654 
0.275572   0.660877    0.660877   6.356296 
0.275672   0.660841    0.660841   6.349943 
0.275772   0.660804    0.660804   6.343597 
0.275872   0.660767    0.660768   6.337257 
0.275972   0.660731    0.660731   6.330924 
0.276072   0.660694    0.660694   6.324597 
0.276172   0.660657    0.660657   6.318276 
0.276272   0.660621    0.660621   6.311961 
0.276372   0.660584    0.660584   6.305653 
0.276472   0.660547    0.660547   6.299351 
0.276572   0.660510    0.660510   6.293056 
0.276672   0.660473    0.660473   6.286766 
0.276772   0.660435    0.660435   6.280483 
0.276872   0.660398    0.660398   6.274207 
0.276972   0.660361    0.660361   6.267936 
0.277072   0.660324    0.660324   6.261672 
0.277172   0.660286    0.660286   6.255414 
0.277272   0.660249    0.660249   6.249163 
0.277372   0.660211    0.660211   6.242917 
0.277472   0.660174    0.660174   6.236678 
0.277572   0.660136    0.660136   6.230445 
0.277672   0.660098    0.660098   6.224218 
0.277772   0.660060    0.660060   6.217998 
0.277872   0.660023    0.660023   6.211784 
0.277972   0.659985    0.659985   6.205575 
0.278072   0.659947    0.659947   6.199374 
0.278172   0.659909    0.659909   6.193178 
0.278272   0.659871    0.659871   6.186989 
0.278372   0.659832    0.659832   6.180805 
0.278472   0.659794    0.659794   6.174628 
0.278572   0.659756    0.659756   6.168457 
0.278672   0.659718    0.659718   6.162292 
0.278772   0.659679    0.659679   6.156134 
0.278872   0.659641    0.659641   6.149981 
0.278972   0.659602    0.659602   6.143835 
0.279072   0.659564    0.659564   6.137695 
0.279172   0.659525    0.659525   6.131561 
0.279272   0.659486    0.659486   6.125433 
0.279372   0.659447    0.659448   6.119311 
0.279472   0.659409    0.659409   6.113196 
0.279572   0.659370    0.659370   6.107086 
0.279672   0.659331    0.659331   6.100983 
0.279772   0.659292    0.659292   6.094885 
0.279872   0.659253    0.659253   6.088794 
0.279972   0.659214    0.659214   6.082709 
0.280072   0.659174    0.659174   6.076630 
0.280172   0.659135    0.659135   6.070557 
0.280272   0.659096    0.659096   6.064490 
0.280372   0.659056    0.659056   6.058429 
0.280472   0.659017    0.659017   6.052374 
0.280572   0.658977    0.658978   6.046326 
0.280672   0.658938    0.658938   6.040283 
0.280772   0.658898    0.658898   6.034246 
0.280872   0.658859    0.658859   6.028216 
0.280972   0.658819    0.658819   6.022191 
0.281072   0.658779    0.658779   6.016172 
0.281172   0.658739    0.658739   6.010160 
0.281272   0.658699    0.658699   6.004153 
0.281372   0.658659    0.658659   5.998153 
0.281472   0.658619    0.658619   5.992158 
0.281572   0.658579    0.658579   5.986170 
0.281672   0.658539    0.658539   5.980187 
0.281772   0.658499    0.658499   5.974211 
0.281872   0.658459    0.658459   5.968240 
0.281972   0.658418    0.658418   5.962275 
0.282072   0.658378    0.658378   5.956317 
0.282172   0.658337    0.658337   5.950364 
0.282272   0.658297    0.658297   5.944417 
0.282372   0.658256    0.658256   5.938476 
0.282472   0.658216    0.658216   5.932541 
0.282572   0.658175    0.658175   5.926612 
0.282672   0.658134    0.658134   5.920689 
0.282772   0.658093    0.658093   5.914772 
0.282872   0.658052    0.658053   5.908861 
0.282972   0.658012    0.658012   5.902956 
0.283072   0.657971    0.657971   5.897056 
0.283172   0.657929    0.657930   5.891163 
0.283272   0.657888    0.657888   5.885275 
0.283372   0.657847    0.657847   5.879393 
0.283472   0.657806    0.657806   5.873517 
0.283572   0.657765    0.657765   5.867647 
0.283672   0.657723    0.657723   5.861783 
0.283772   0.657682    0.657682   5.855925 
0.283872   0.657640    0.657641   5.850073 
0.283972   0.657599    0.657599   5.844226 
0.284072   0.657557    0.657557   5.838385 
0.284172   0.657516    0.657516   5.832550 
0.284272   0.657474    0.657474   5.826721 
0.284372   0.657432    0.657432   5.820898 
0.284472   0.657391    0.657391   5.815081 
0.284572   0.657349    0.657349   5.809269 
0.284672   0.657307    0.657307   5.803463 
0.284772   0.657265    0.657265   5.797663 
0.284872   0.657223    0.657223   5.791869 
0.284972   0.657181    0.657181   5.786081 
0.285071   0.657138    0.657138   5.780298 
0.285171   0.657096    0.657096   5.774521 
0.285271   0.657054    0.657054   5.768750 
0.285371   0.657012    0.657012   5.762985 
0.285471   0.656969    0.656969   5.757225 
0.285571   0.656927    0.656927   5.751472 
0.285671   0.656884    0.656884   5.745724 
0.285771   0.656842    0.656842   5.739981 
0.285871   0.656799    0.656799   5.734245 
0.285971   0.656756    0.656756   5.728514 
0.286071   0.656714    0.656714   5.722789 
0.286171   0.656671    0.656671   5.717070 
0.286271   0.656628    0.656628   5.711356 
0.286371   0.656585    0.656585   5.705648 
0.286471   0.656542    0.656542   5.699946 
0.286571   0.656499    0.656499   5.694249 
0.286671   0.656456    0.656456   5.688558 
0.286771   0.656413    0.656413   5.682873 
0.286871   0.656370    0.656370   5.677194 
0.286971   0.656326    0.656327   5.671520 
0.287071   0.656283    0.656283   5.665852 
0.287171   0.656240    0.656240   5.660189 
0.287271   0.656196    0.656196   5.654533 
0.287371   0.656153    0.656153   5.648881 
0.287471   0.656109    0.656109   5.643236 
0.287571   0.656066    0.656066   5.637596 
0.287671   0.656022    0.656022   5.631962 
0.287771   0.655978    0.655979   5.626333 
0.287871   0.655935    0.655935   5.620710 
0.287971   0.655891    0.655891   5.615093 
0.288071   0.655847    0.655847   5.609481 
0.288171   0.655803    0.655803   5.603875 
0.288271   0.655759    0.655759   5.598275 
0.288371   0.655715    0.655715   5.592680 
0.288471   0.655671    0.655671   5.587090 
0.288571   0.655627    0.655627   5.581507 
0.288671   0.655583    0.655583   5.575929 
0.288771   0.655538    0.655538   5.570356 
0.288871   0.655494    0.655494   5.564789 
0.288971   0.655450    0.655450   5.559227 
0.289071   0.655405    0.655405   5.553672 
0.289171   0.655361    0.655361   5.548121 
0.289271   0.655316    0.655316   5.542576 
0.289371   0.655272    0.655272   5.537037 
0.289471   0.655227    0.655227   5.531503 
0.289571   0.655182    0.655182   5.525975 
0.289671   0.655138    0.655138   5.520453 
0.289771   0.655093    0.655093   5.514935 
0.289871   0.655048    0.655048   5.509424 
0.289971   0.655003    0.655003   5.503918 
0.290071   0.654958    0.654958   5.498417 
0.290171   0.654913    0.654913   5.492922 
0.290271   0.654868    0.654868   5.487432 
0.290371   0.654823    0.654823   5.481948 
0.290471   0.654777    0.654778   5.476470 
0.290571   0.654732    0.654732   5.470996 
0.290671   0.654687    0.654687   5.465529 
0.290771   0.654642    0.654642   5.460066 
0.290871   0.654596    0.654596   5.454610 
0.290971   0.654551    0.654551   5.449158 
0.291071   0.654505    0.654505   5.443712 
0.291171   0.654460    0.654460   5.438272 
0.291271   0.654414    0.654414   5.432837 
0.291371   0.654368    0.654368   5.427407 
0.291471   0.654322    0.654323   5.421983 
0.291571   0.654277    0.654277   5.416564 
0.291671   0.654231    0.654231   5.411151 
0.291771   0.654185    0.654185   5.405743 
0.291871   0.654139    0.654139   5.400341 
0.291971   0.654093    0.654093   5.394944 
0.292071   0.654047    0.654047   5.389552 
0.292171   0.654001    0.654001   5.384166 
0.292271   0.653955    0.653955   5.378785 
0.292371   0.653908    0.653908   5.373409 
0.292471   0.653862    0.653862   5.368039 
0.292571   0.653816    0.653816   5.362674 
0.292671   0.653769    0.653769   5.357315 
0.292771   0.653723    0.653723   5.351961 
0.292871   0.653676    0.653676   5.346612 
0.292971   0.653630    0.653630   5.341268 
0.293071   0.653583    0.653583   5.335930 
0.293171   0.653537    0.653537   5.330598 
0.293271   0.653490    0.653490   5.325270 
0.293371   0.653443    0.653443   5.319948 
0.293471   0.653396    0.653396   5.314631 
0.293571   0.653349    0.653349   5.309320 
0.293671   0.653303    0.653303   5.304014 
0.293771   0.653256    0.653256   5.298713 
0.293871   0.653208    0.653209   5.293417 
0.293971   0.653161    0.653161   5.288127 
0.294071   0.653114    0.653114   5.282842 
0.294171   0.653067    0.653067   5.277563 
0.294271   0.653020    0.653020   5.272288 
0.294371   0.652973    0.652973   5.267019 
0.294471   0.652925    0.652925   5.261755 
0.294571   0.652878    0.652878   5.256497 
0.294671   0.652830    0.652830   5.251243 
0.294771   0.652783    0.652783   5.245995 
0.294871   0.652735    0.652735   5.240752 
0.294971   0.652688    0.652688   5.235515 
0.295070   0.652640    0.652640   5.230282 
0.295170   0.652592    0.652592   5.225055 
0.295270   0.652545    0.652545   5.219833 
0.295370   0.652497    0.652497   5.214617 
0.295470   0.652449    0.652449   5.209405 
0.295570   0.652401    0.652401   5.204199 
0.295670   0.652353    0.652353   5.198998 
0.295770   0.652305    0.652305   5.193802 
0.295870   0.652257    0.652257   5.188611 
0.295970   0.652209    0.652209   5.183426 
0.296070   0.652161    0.652161   5.178245 
0.296170   0.652112    0.652112   5.173070 
0.296270   0.652064    0.652064   5.167900 
0.296370   0.652016    0.652016   5.162735 
0.296470   0.651967    0.651967   5.157576 
0.296570   0.651919    0.651919   5.152421 
0.296670   0.651870    0.651870   5.147272 
0.296770   0.651822    0.651822   5.142128 
0.296870   0.651773    0.651773   5.136989 
0.296970   0.651725    0.651725   5.131855 
0.297070   0.651676    0.651676   5.126726 
0.297170   0.651627    0.651627   5.121602 
0.297270   0.651578    0.651578   5.116484 
0.297370   0.651529    0.651530   5.111370 
0.297470   0.651481    0.651481   5.106262 
0.297570   0.651432    0.651432   5.101159 
0.297670   0.651383    0.651383   5.096061 
0.297770   0.651334    0.651334   5.090968 
0.297870   0.651284    0.651285   5.085880 
0.297970   0.651235    0.651235   5.080797 
0.298070   0.651186    0.651186   5.075719 
0.298170   0.651137    0.651137   5.070647 
0.298270   0.651088    0.651088   5.065579 
0.298370   0.651038    0.651038   5.060517 
0.298470   0.650989    0.650989   5.055459 
0.298570   0.650939    0.650939   5.050407 
0.298670   0.650890    0.650890   5.045359 
0.298770   0.650840    0.650840   5.040317 
0.298870   0.650791    0.650791   5.035280 
0.298970   0.650741    0.650741   5.030247 
0.299070   0.650691    0.650691   5.025220 
0.299170   0.650641    0.650642   5.020198 
0.299270   0.650592    0.650592   5.015181 
0.299370   0.650542    0.650542   5.010169 
0.299470   0.650492    0.650492   5.005161 
0.299570   0.650442    0.650442   5.000159 
0.299670   0.650392    0.650392   4.995162 
0.299770   0.650342    0.650342   4.990170 
0.299870   0.650292    0.650292   4.985183 
0.299970   0.650242    0.650242   4.980201 
0.300070   0.650191    0.650191   4.975223 
0.300170   0.650141    0.650141   4.970251 
0.300270   0.650091    0.650091   4.965284 
0.300370   0.650040    0.650040   4.960321 
0.300470   0.649990    0.649990   4.955364 
0.300570   0.649940    0.649940   4.950412 
0.300670   0.649889    0.649889   4.945464 
0.300770   0.649838    0.649839   4.940522 
0.300870   0.649788    0.649788   4.935584 
0.300970   0.649737    0.649737   4.930652 
0.301070   0.649686    0.649687   4.925724 
0.301170   0.649636    0.649636   4.920801 
0.301270   0.649585    0.649585   4.915883 
0.301370   0.649534    0.649534   4.910970 
0.301470   0.649483    0.649483   4.906062 
0.301570   0.649432    0.649432   4.901159 
0.301670   0.649381    0.649381   4.896261 
0.301770   0.649330    0.649330   4.891368 
0.301870   0.649279    0.649279   4.886479 
0.301970   0.649228    0.649228   4.881596 
0.302070   0.649177    0.649177   4.876717 
0.302170   0.649125    0.649126   4.871843 
0.302270   0.649074    0.649074   4.866974 
0.302370   0.649023    0.649023   4.862110 
0.302470   0.648971    0.648971   4.857251 
0.302570   0.648920    0.648920   4.852397 
0.302670   0.648868    0.648869   4.847547 
0.302770   0.648817    0.648817   4.842703 
0.302870   0.648765    0.648765   4.837863 
0.302970   0.648714    0.648714   4.833028 
0.303070   0.648662    0.648662   4.828198 
0.303170   0.648610    0.648610   4.823372 
0.303270   0.648559    0.648559   4.818552 
0.303370   0.648507    0.648507   4.813736 
0.303470   0.648455    0.648455   4.808925 
0.303570   0.648403    0.648403   4.804119 
0.303670   0.648351    0.648351   4.799318 
0.303770   0.648299    0.648299   4.794522 
0.303870   0.648247    0.648247   4.789730 
0.303970   0.648195    0.648195   4.784943 
0.304070   0.648143    0.648143   4.780161 
0.304170   0.648090    0.648090   4.775384 
0.304270   0.648038    0.648038   4.770611 
0.304370   0.647986    0.647986   4.765844 
0.304470   0.647933    0.647933   4.761081 
0.304570   0.647881    0.647881   4.756322 
0.304670   0.647829    0.647829   4.751569 
0.304770   0.647776    0.647776   4.746820 
0.304870   0.647724    0.647724   4.742076 
0.304970   0.647671    0.647671   4.737337 
0.305069   0.647618    0.647618   4.732602 
0.305169   0.647566    0.647566   4.727873 
0.305269   0.647513    0.647513   4.723148 
0.305369   0.647460    0.647460   4.718427 
0.305469   0.647407    0.647407   4.713712 
0.305569   0.647354    0.647354   4.709001 
0.305669   0.647301    0.647301   4.704295 
0.305769   0.647248    0.647249   4.699593 
0.305869   0.647195    0.647196   4.694896 
0.305969   0.647142    0.647142   4.690204 
0.306069   0.647089    0.647089   4.685517 
0.306169   0.647036    0.647036   4.680834 
0.306269   0.646983    0.646983   4.676156 
0.306369   0.646930    0.646930   4.671483 
0.306469   0.646876    0.646876   4.666814 
0.306569   0.646823    0.646823   4.662150 
0.306669   0.646770    0.646770   4.657491 
0.306769   0.646716    0.646716   4.652836 
0.306869   0.646663    0.646663   4.648186 
0.306969   0.646609    0.646609   4.643541 
0.307069   0.646556    0.646556   4.638900 
0.307169   0.646502    0.646502   4.634264 
0.307269   0.646448    0.646448   4.629632 
0.307369   0.646395    0.646395   4.625005 
0.307469   0.646341    0.646341   4.620383 
0.307569   0.646287    0.646287   4.615766 
0.307669   0.646233    0.646233   4.611153 
0.307769   0.646179    0.646179   4.606544 
0.307869   0.646125    0.646125   4.601940 
0.307969   0.646071    0.646071   4.597341 
0.308069   0.646017    0.646017   4.592747 
0.308169   0.645963    0.645963   4.588157 
0.308269   0.645909    0.645909   4.583571 
0.308369   0.645855    0.645855   4.578990 
0.308469   0.645801    0.645801   4.574414 
0.308569   0.645746    0.645746   4.569843 
0.308669   0.645692    0.645692   4.565275 
0.308769   0.645638    0.645638   4.560713 
0.308869   0.645583    0.645583   4.556155 
0.308969   0.645529    0.645529   4.551602 
0.309069   0.645474    0.645474   4.547053 
0.309169   0.645420    0.645420   4.542508 
0.309269   0.645365    0.645365   4.537969 
0.309369   0.645311    0.645311   4.533433 
0.309469   0.645256    0.645256   4.528903 
0.309569   0.645201    0.645201   4.524376 
0.309669   0.645146    0.645146   4.519855 
0.309769   0.645092    0.645092   4.515338 
0.309869   0.645037    0.645037   4.510825 
0.309969   0.644982    0.644982   4.506317 
0.310069   0.644927    0.644927   4.501813 
0.310169   0.644872    0.644872   4.497314 
0.310269   0.644817    0.644817   4.492819 
0.310369   0.644762    0.644762   4.488329 
0.310469   0.644707    0.644707   4.483844 
0.310569   0.644651    0.644652   4.479363 
0.310669   0.644596    0.644596   4.474886 
0.310769   0.644541    0.644541   4.470414 
0.310869   0.644486    0.644486   4.465946 
0.310969   0.644430    0.644430   4.461483 
0.311069   0.644375    0.644375   4.457024 
0.311169   0.644319    0.644320   4.452570 
0.311269   0.644264    0.644264   4.448120 
0.311369   0.644208    0.644209   4.443674 
0.311469   0.644153    0.644153   4.439233 
0.311569   0.644097    0.644097   4.434797 
0.311669   0.644042    0.644042   4.430364 
0.311769   0.643986    0.643986   4.425937 
0.311869   0.643930    0.643930   4.421513 
0.311969   0.643874    0.643874   4.417095 
0.312069   0.643819    0.643819   4.412680 
0.312169   0.643763    0.643763   4.408270 
0.312269   0.643707    0.643707   4.403865 
0.312369   0.643651    0.643651   4.399463 
0.312469   0.643595    0.643595   4.395066 
0.312569   0.643539    0.643539   4.390674 
0.312669   0.643483    0.643483   4.386286 
0.312769   0.643426    0.643426   4.381902 
0.312869   0.643370    0.643370   4.377523 
0.312969   0.643314    0.643314   4.373148 
0.313069   0.643258    0.643258   4.368778 
0.313169   0.643201    0.643201   4.364411 
0.313269   0.643145    0.643145   4.360050 
0.313369   0.643089    0.643089   4.355692 
0.313469   0.643032    0.643032   4.351339 
0.313569   0.642976    0.642976   4.346990 
0.313669   0.642919    0.642919   4.342646 
0.313769   0.642863    0.642863   4.338306 
0.313869   0.642806    0.642806   4.333970 
0.313969   0.642749    0.642749   4.329639 
0.314069   0.642692    0.642693   4.325312 
0.314169   0.642636    0.642636   4.320989 
0.314269   0.642579    0.642579   4.316671 
0.314369   0.642522    0.642522   4.312357 
0.314469   0.642465    0.642465   4.308047 
0.314569   0.642408    0.642408   4.303741 
0.314669   0.642351    0.642351   4.299440 
0.314769   0.642294    0.642294   4.295143 
0.314869   0.642237    0.642237   4.290851 
0.314969   0.642180    0.642180   4.286563 
0.315068   0.642123    0.642123   4.282279 
0.315168   0.642066    0.642066   4.277999 
0.315268   0.642009    0.642009   4.273723 
0.315368   0.641951    0.641951   4.269452 
0.315468   0.641894    0.641894   4.265185 
0.315568   0.641837    0.641837   4.260923 
0.315668   0.641779    0.641779   4.256664 
0.315768   0.641722    0.641722   4.252410 
0.315868   0.641664    0.641664   4.248160 
0.315968   0.641607    0.641607   4.243915 
0.316068   0.641549    0.641549   4.239673 
0.316168   0.641492    0.641492   4.235436 
0.316268   0.641434    0.641434   4.231203 
0.316368   0.641376    0.641376   4.226975 
0.316468   0.641318    0.641319   4.222750 
0.316568   0.641261    0.641261   4.218530 
0.316668   0.641203    0.641203   4.214314 
0.316768   0.641145    0.641145   4.210102 
0.316868   0.641087    0.641087   4.205895 
0.316968   0.641029    0.641029   4.201691 
0.317068   0.640971    0.640971   4.197492 
0.317168   0.640913    0.640913   4.193297 
0.317268   0.640855    0.640855   4.189106 
0.317368   0.640797    0.640797   4.184920 
0.317468   0.640739    0.640739   4.180737 
0.317568   0.640681    0.640681   4.176559 
0.317668   0.640622    0.640622   4.172385 
0.317768   0.640564    0.640564   4.168215 
0.317868   0.640506    0.640506   4.164050 
0.317968   0.640447    0.640447   4.159888 
0.318068   0.640389    0.640389   4.155731 
0.318168   0.640330    0.640330   4.151577 
0.318268   0.640272    0.640272   4.147428 
0.318368   0.640213    0.640213   4.143283 
0.318468   0.640155    0.640155   4.139143 
0.318568   0.640096    0.640096   4.135006 
0.318668   0.640038    0.640038   4.130873 
0.318768   0.639979    0.639979   4.126745 
0.318868   0.639920    0.639920   4.122621 
0.318968   0.639861    0.639861   4.118501 
0.319068   0.639802    0.639803   4.114385 
0.319168   0.639744    0.639744   4.110273 
0.319268   0.639685    0.639685   4.106165 
0.319368   0.639626    0.639626   4.102061 
0.319468   0.639567    0.639567   4.097961 
0.319568   0.639508    0.639508   4.093866 
0.319668   0.639449    0.639449   4.089775 
0.319768   0.639390    0.639390   4.085687 
0.319868   0.639330    0.639330   4.081604 
0.319968   0.639271    0.639271   4.077525 
0.320068   0.639212    0.639212   4.073450 
0.320168   0.639153    0.639153   4.069379 
0.320268   0.639093    0.639093   4.065312 
0.320368   0.639034    0.639034   4.061249 
0.320468   0.638975    0.638975   4.057190 
0.320568   0.638915    0.638915   4.053135 
0.320668   0.638856    0.638856   4.049085 
0.320768   0.638796    0.638796   4.045038 
0.320868   0.638737    0.638737   4.040995 
0.320968   0.638677    0.638677   4.036957 
0.321068   0.638617    0.638617   4.032922 
0.321168   0.638558    0.638558   4.028892 
0.321268   0.638498    0.638498   4.024865 
0.321368   0.638438    0.638438   4.020843 
0.321468   0.638378    0.638378   4.016824 
0.321568   0.638319    0.638319   4.012810 
0.321668   0.638259    0.638259   4.008800 
0.321768   0.638199    0.638199   4.004793 
0.321868   0.638139    0.638139   4.000791 
0.321968   0.638079    0.638079   3.996792 
0.322068   0.638019    0.638019   3.992798 
0.322168   0.637959    0.637959   3.988808 
0.322268   0.637899    0.637899   3.984821 
0.322368   0.637838    0.637838   3.980839 
0.322468   0.637778    0.637778   3.976860 
0.322568   0.637718    0.637718   3.972886 
0.322668   0.637658    0.637658   3.968915 
0.322768   0.637597    0.637597   3.964949 
0.322868   0.637537    0.637537   3.960986 
0.322968   0.637477    0.637477   3.957028 
0.323068   0.637416    0.637416   3.953073 
0.323168   0.637356    0.637356   3.949122 
0.323268   0.637295    0.637295   3.945176 
0.323368   0.637235    0.637235   3.941233 
0.323468   0.637174    0.637174   3.937294 
0.323568   0.637113    0.637113   3.933359 
0.323668   0.637053    0.637053   3.929428 
0.323768   0.636992    0.636992   3.925501 
0.323868   0.636931    0.636931   3.921578 
0.323968   0.636870    0.636871   3.917658 
0.324068   0.636810    0.636810   3.913743 
0.324168   0.636749    0.636749   3.909832 
0.324268   0.636688    0.636688   3.905924 
0.324368   0.636627    0.636627   3.902021 
0.324468   0.636566    0.636566   3.898121 
0.324568   0.636505    0.636505   3.894225 
0.324668   0.636444    0.636444   3.890333 
0.324768   0.636383    0.636383   3.886445 
0.324868   0.636322    0.636322   3.882561 
0.324968   0.636260    0.636260   3.878681 
0.325067   0.636199    0.636199   3.874805 
0.325167   0.636138    0.636138   3.870932 
0.325267   0.636077    0.636077   3.867064 
0.325367   0.636015    0.636015   3.863199 
