x_i          u_i       Analitic sol  f_i 
0.664336   0.334389    0.334392   0.130265 
0.665335   0.333403    0.333406   0.128970 
0.666334   0.332417    0.332420   0.127688 
0.667333   0.331431    0.331433   0.126419 
0.668332   0.330444    0.330447   0.125162 
0.669331   0.329458    0.329461   0.123918 
0.670330   0.328471    0.328474   0.122686 
0.671329   0.327484    0.327487   0.121467 
0.672328   0.326498    0.326500   0.120259 
0.673327   0.325511    0.325513   0.119064 
0.674326   0.324523    0.324526   0.117880 
0.675325   0.323536    0.323539   0.116708 
0.676324   0.322549    0.322552   0.115548 
0.677323   0.321561    0.321564   0.114400 
0.678322   0.320574    0.320576   0.113263 
0.679321   0.319586    0.319589   0.112137 
0.680320   0.318598    0.318601   0.111022 
0.681319   0.317610    0.317613   0.109918 
0.682318   0.316622    0.316625   0.108826 
0.683317   0.315634    0.315637   0.107744 
0.684316   0.314646    0.314649   0.106673 
0.685315   0.313658    0.313660   0.105613 
0.686314   0.312669    0.312672   0.104563 
0.687313   0.311681    0.311683   0.103523 
0.688312   0.310692    0.310695   0.102494 
0.689311   0.309703    0.309706   0.101476 
0.690310   0.308714    0.308717   0.100467 
0.691309   0.307725    0.307728   0.099468 
0.692308   0.306736    0.306739   0.098480 
0.693307   0.305747    0.305750   0.097501 
0.694306   0.304758    0.304761   0.096531 
0.695305   0.303769    0.303771   0.095572 
0.696304   0.302779    0.302782   0.094622 
0.697303   0.301790    0.301792   0.093681 
0.698302   0.300800    0.300803   0.092750 
0.699301   0.299810    0.299813   0.091828 
0.700300   0.298820    0.298823   0.090915 
0.701299   0.297831    0.297833   0.090012 
0.702298   0.296841    0.296843   0.089117 
0.703297   0.295850    0.295853   0.088231 
0.704296   0.294860    0.294863   0.087354 
0.705295   0.293870    0.293872   0.086486 
0.706294   0.292880    0.292882   0.085626 
0.707293   0.291889    0.291892   0.084775 
0.708292   0.290899    0.290901   0.083932 
0.709291   0.289908    0.289911   0.083098 
0.710290   0.288917    0.288920   0.082272 
0.711289   0.287927    0.287929   0.081454 
0.712288   0.286936    0.286938   0.080644 
0.713287   0.285945    0.285947   0.079843 
0.714286   0.284954    0.284956   0.079049 
0.715285   0.283963    0.283965   0.078263 
0.716284   0.282972    0.282974   0.077485 
0.717283   0.281980    0.281983   0.076715 
0.718282   0.280989    0.280991   0.075953 
0.719281   0.279998    0.280000   0.075198 
0.720280   0.279006    0.279008   0.074450 
0.721279   0.278015    0.278017   0.073710 
0.722278   0.277023    0.277025   0.072977 
0.723277   0.276031    0.276034   0.072252 
0.724276   0.275040    0.275042   0.071534 
0.725275   0.274048    0.274050   0.070823 
0.726274   0.273056    0.273058   0.070119 
0.727273   0.272064    0.272066   0.069422 
0.728272   0.271072    0.271074   0.068732 
0.729271   0.270080    0.270082   0.068048 
0.730270   0.269087    0.269090   0.067372 
0.731269   0.268095    0.268097   0.066702 
0.732268   0.267103    0.267105   0.066039 
0.733267   0.266111    0.266113   0.065383 
0.734266   0.265118    0.265120   0.064733 
0.735265   0.264126    0.264128   0.064089 
0.736264   0.263133    0.263135   0.063452 
0.737263   0.262140    0.262143   0.062822 
0.738262   0.261148    0.261150   0.062197 
0.739261   0.260155    0.260157   0.061579 
0.740260   0.259162    0.259164   0.060967 
0.741259   0.258169    0.258171   0.060361 
0.742258   0.257176    0.257178   0.059761 
0.743257   0.256183    0.256185   0.059167 
0.744256   0.255190    0.255192   0.058579 
0.745255   0.254197    0.254199   0.057996 
0.746254   0.253204    0.253206   0.057420 
0.747253   0.252211    0.252213   0.056849 
0.748252   0.251217    0.251219   0.056284 
0.749251   0.250224    0.250226   0.055724 
0.750250   0.249231    0.249233   0.055170 
0.751249   0.248237    0.248239   0.054622 
0.752248   0.247244    0.247246   0.054079 
0.753247   0.246250    0.246252   0.053542 
0.754246   0.245256    0.245258   0.053009 
0.755245   0.244263    0.244265   0.052482 
0.756244   0.243269    0.243271   0.051961 
0.757243   0.242275    0.242277   0.051444 
0.758242   0.241281    0.241283   0.050933 
0.759241   0.240287    0.240289   0.050427 
0.760240   0.239294    0.239296   0.049925 
0.761239   0.238300    0.238302   0.049429 
0.762238   0.237305    0.237307   0.048938 
0.763237   0.236311    0.236313   0.048451 
0.764236   0.235317    0.235319   0.047970 
0.765235   0.234323    0.234325   0.047493 
0.766234   0.233329    0.233331   0.047021 
0.767233   0.232335    0.232337   0.046553 
0.768232   0.231340    0.231342   0.046091 
0.769231   0.230346    0.230348   0.045632 
0.770230   0.229352    0.229353   0.045179 
0.771229   0.228357    0.228359   0.044730 
0.772228   0.227363    0.227364   0.044285 
0.773227   0.226368    0.226370   0.043845 
0.774226   0.225373    0.225375   0.043409 
0.775225   0.224379    0.224381   0.042978 
0.776224   0.223384    0.223386   0.042550 
0.777223   0.222389    0.222391   0.042127 
0.778222   0.221395    0.221396   0.041709 
0.779221   0.220400    0.220402   0.041294 
0.780220   0.219405    0.219407   0.040884 
0.781219   0.218410    0.218412   0.040477 
0.782218   0.217415    0.217417   0.040075 
0.783217   0.216420    0.216422   0.039676 
0.784216   0.215425    0.215427   0.039282 
0.785215   0.214430    0.214432   0.038892 
0.786214   0.213435    0.213437   0.038505 
0.787213   0.212440    0.212442   0.038122 
0.788212   0.211445    0.211447   0.037743 
0.789211   0.210450    0.210451   0.037368 
0.790210   0.209454    0.209456   0.036997 
0.791209   0.208459    0.208461   0.036629 
0.792208   0.207464    0.207466   0.036265 
0.793207   0.206468    0.206470   0.035904 
0.794206   0.205473    0.205475   0.035547 
0.795205   0.204478    0.204479   0.035194 
0.796204   0.203482    0.203484   0.034844 
0.797203   0.202487    0.202488   0.034498 
0.798202   0.201491    0.201493   0.034155 
0.799201   0.200496    0.200497   0.033815 
0.800200   0.199500    0.199502   0.033479 
0.801199   0.198504    0.198506   0.033147 
0.802198   0.197509    0.197510   0.032817 
0.803197   0.196513    0.196515   0.032491 
0.804196   0.195517    0.195519   0.032168 
0.805195   0.194522    0.194523   0.031848 
0.806194   0.193526    0.193527   0.031532 
0.807193   0.192530    0.192532   0.031218 
0.808192   0.191534    0.191536   0.030908 
0.809191   0.190538    0.190540   0.030601 
0.810190   0.189542    0.189544   0.030296 
0.811189   0.188546    0.188548   0.029995 
0.812188   0.187551    0.187552   0.029697 
0.813187   0.186555    0.186556   0.029402 
0.814186   0.185559    0.185560   0.029110 
0.815185   0.184562    0.184564   0.028820 
0.816184   0.183566    0.183568   0.028534 
0.817183   0.182570    0.182572   0.028250 
0.818182   0.181574    0.181576   0.027969 
0.819181   0.180578    0.180579   0.027691 
0.820180   0.179582    0.179583   0.027416 
0.821179   0.178586    0.178587   0.027143 
0.822178   0.177589    0.177591   0.026874 
0.823177   0.176593    0.176594   0.026607 
0.824176   0.175597    0.175598   0.026342 
0.825175   0.174600    0.174602   0.026080 
0.826174   0.173604    0.173605   0.025821 
0.827173   0.172608    0.172609   0.025564 
0.828172   0.171611    0.171613   0.025310 
0.829171   0.170615    0.170616   0.025059 
0.830170   0.169618    0.169620   0.024810 
0.831169   0.168622    0.168623   0.024563 
0.832168   0.167625    0.167627   0.024319 
0.833167   0.166629    0.166630   0.024077 
0.834166   0.165632    0.165634   0.023838 
0.835165   0.164636    0.164637   0.023601 
0.836164   0.163639    0.163640   0.023366 
0.837163   0.162642    0.162644   0.023134 
0.838162   0.161646    0.161647   0.022904 
0.839161   0.160649    0.160650   0.022676 
0.840160   0.159652    0.159654   0.022451 
0.841159   0.158656    0.158657   0.022228 
0.842158   0.157659    0.157660   0.022007 
0.843157   0.156662    0.156664   0.021788 
0.844156   0.155665    0.155667   0.021571 
0.845155   0.154669    0.154670   0.021357 
0.846154   0.153672    0.153673   0.021145 
0.847153   0.152675    0.152676   0.020934 
0.848152   0.151678    0.151679   0.020726 
0.849151   0.150681    0.150682   0.020520 
0.850150   0.149684    0.149686   0.020316 
0.851149   0.148687    0.148689   0.020114 
0.852148   0.147690    0.147692   0.019914 
0.853147   0.146693    0.146695   0.019717 
0.854146   0.145697    0.145698   0.019521 
0.855145   0.144700    0.144701   0.019326 
0.856144   0.143702    0.143704   0.019134 
0.857143   0.142705    0.142707   0.018944 
0.858142   0.141708    0.141710   0.018756 
0.859141   0.140711    0.140712   0.018569 
0.860140   0.139714    0.139715   0.018385 
0.861139   0.138717    0.138718   0.018202 
0.862138   0.137720    0.137721   0.018021 
0.863137   0.136723    0.136724   0.017842 
0.864136   0.135726    0.135727   0.017665 
0.865135   0.134728    0.134730   0.017489 
0.866134   0.133731    0.133732   0.017315 
0.867133   0.132734    0.132735   0.017143 
0.868132   0.131737    0.131738   0.016973 
0.869131   0.130739    0.130741   0.016804 
0.870130   0.129742    0.129743   0.016637 
0.871129   0.128745    0.128746   0.016472 
0.872128   0.127748    0.127749   0.016308 
0.873127   0.126750    0.126751   0.016146 
0.874126   0.125753    0.125754   0.015985 
0.875125   0.124756    0.124757   0.015826 
0.876124   0.123758    0.123759   0.015669 
0.877123   0.122761    0.122762   0.015513 
0.878122   0.121763    0.121764   0.015359 
0.879121   0.120766    0.120767   0.015206 
0.880120   0.119769    0.119770   0.015055 
0.881119   0.118771    0.118772   0.014906 
0.882118   0.117774    0.117775   0.014757 
0.883117   0.116776    0.116777   0.014611 
0.884116   0.115779    0.115780   0.014466 
0.885115   0.114781    0.114782   0.014322 
0.886114   0.113784    0.113785   0.014179 
0.887113   0.112786    0.112787   0.014038 
0.888112   0.111789    0.111789   0.013899 
0.889111   0.110791    0.110792   0.013761 
0.890110   0.109793    0.109794   0.013624 
0.891109   0.108796    0.108797   0.013488 
0.892108   0.107798    0.107799   0.013354 
0.893107   0.106801    0.106801   0.013222 
0.894106   0.105803    0.105804   0.013090 
0.895105   0.104805    0.104806   0.012960 
0.896104   0.103808    0.103808   0.012831 
0.897103   0.102810    0.102811   0.012704 
0.898102   0.101812    0.101813   0.012577 
0.899101   0.100815    0.100815   0.012452 
0.900100   0.099817    0.099818   0.012329 
0.901099   0.098819    0.098820   0.012206 
0.902098   0.097821    0.097822   0.012085 
0.903097   0.096824    0.096824   0.011965 
0.904096   0.095826    0.095827   0.011846 
0.905095   0.094828    0.094829   0.011728 
0.906094   0.093830    0.093831   0.011611 
0.907093   0.092833    0.092833   0.011496 
0.908092   0.091835    0.091836   0.011382 
0.909091   0.090837    0.090838   0.011269 
0.910090   0.089839    0.089840   0.011157 
0.911089   0.088841    0.088842   0.011046 
0.912088   0.087843    0.087844   0.010936 
0.913087   0.086846    0.086846   0.010827 
0.914086   0.085848    0.085848   0.010720 
0.915085   0.084850    0.084851   0.010613 
0.916084   0.083852    0.083853   0.010507 
0.917083   0.082854    0.082855   0.010403 
0.918082   0.081856    0.081857   0.010300 
0.919081   0.080858    0.080859   0.010197 
0.920080   0.079860    0.079861   0.010096 
0.921079   0.078862    0.078863   0.009996 
0.922078   0.077864    0.077865   0.009896 
0.923077   0.076866    0.076867   0.009798 
0.924076   0.075868    0.075869   0.009700 
0.925075   0.074870    0.074871   0.009604 
0.926074   0.073872    0.073873   0.009509 
0.927073   0.072874    0.072875   0.009414 
0.928072   0.071876    0.071877   0.009320 
0.929071   0.070878    0.070879   0.009228 
0.930070   0.069880    0.069881   0.009136 
0.931069   0.068882    0.068883   0.009045 
0.932068   0.067884    0.067885   0.008955 
0.933067   0.066886    0.066887   0.008866 
0.934066   0.065888    0.065889   0.008778 
0.935065   0.064890    0.064891   0.008691 
0.936064   0.063892    0.063893   0.008605 
0.937063   0.062894    0.062894   0.008519 
0.938062   0.061896    0.061896   0.008434 
0.939061   0.060898    0.060898   0.008350 
0.940060   0.059900    0.059900   0.008267 
0.941059   0.058901    0.058902   0.008185 
0.942058   0.057903    0.057904   0.008104 
0.943057   0.056905    0.056906   0.008023 
0.944056   0.055907    0.055907   0.007944 
0.945055   0.054909    0.054909   0.007865 
0.946054   0.053911    0.053911   0.007786 
0.947053   0.052913    0.052913   0.007709 
0.948052   0.051914    0.051915   0.007632 
0.949051   0.050916    0.050917   0.007557 
0.950050   0.049918    0.049918   0.007481 
0.951049   0.048920    0.048920   0.007407 
0.952048   0.047922    0.047922   0.007333 
0.953047   0.046923    0.046924   0.007261 
0.954046   0.045925    0.045925   0.007188 
0.955045   0.044927    0.044927   0.007117 
0.956044   0.043929    0.043929   0.007046 
0.957043   0.042930    0.042931   0.006976 
0.958042   0.041932    0.041932   0.006907 
0.959041   0.040934    0.040934   0.006838 
0.960040   0.039936    0.039936   0.006770 
0.961039   0.038937    0.038938   0.006703 
0.962038   0.037939    0.037939   0.006636 
0.963037   0.036941    0.036941   0.006570 
0.964036   0.035942    0.035943   0.006505 
0.965035   0.034944    0.034944   0.006440 
0.966034   0.033946    0.033946   0.006376 
0.967033   0.032948    0.032948   0.006313 
0.968032   0.031949    0.031949   0.006250 
0.969031   0.030951    0.030951   0.006188 
0.970030   0.029953    0.029953   0.006127 
0.971029   0.028954    0.028954   0.006066 
0.972028   0.027956    0.027956   0.006005 
0.973027   0.026958    0.026958   0.005946 
0.974026   0.025959    0.025959   0.005887 
0.975025   0.024961    0.024961   0.005828 
0.976024   0.023962    0.023963   0.005770 
0.977023   0.022964    0.022964   0.005713 
0.978022   0.021966    0.021966   0.005656 
0.979021   0.020967    0.020967   0.005600 
0.980020   0.019969    0.019969   0.005544 
0.981019   0.018971    0.018971   0.005489 
0.982018   0.017972    0.017972   0.005434 
0.983017   0.016974    0.016974   0.005380 
0.984016   0.015975    0.015975   0.005327 
0.985015   0.014977    0.014977   0.005274 
0.986014   0.013978    0.013979   0.005222 
0.987013   0.012980    0.012980   0.005170 
0.988012   0.011982    0.011982   0.005118 
0.989011   0.010983    0.010983   0.005067 
0.990010   0.009985    0.009985   0.005017 
0.991009   0.008986    0.008986   0.004967 
0.992008   0.007988    0.007988   0.004918 
0.993007   0.006989    0.006989   0.004869 
0.994006   0.005991    0.005991   0.004820 
0.995005   0.004992    0.004992   0.004773 
0.996004   0.003994    0.003994   0.004725 
0.997003   0.002995    0.002995   0.004678 
0.998002   0.001997    0.001997   0.004632 
0.999001   0.000998    0.000998   0.004586 
